,English (en)
3253,defendant
3257,defense
3265,defiance
3266,defiant
3273,deflate
3281,defraud
3285,defy
3286,degeneracy
3294,delay
3299,deleterious
3312,delinquent
3320,delusion
3321,delusional
3323,demand
3331,demolish
3333,demon
3334,demonic
3351,denounce
3356,denunciation
3357,deny
3372,deplorable
3373,deplore
3376,deportation
3382,depraved
3383,depravity
3384,depreciate
3385,depreciated
3388,depressed
3392,deprivation
3396,deranged
3398,derision
3405,derogation
3406,derogatory
3415,desecration
3416,desert
3417,deserted
3419,deserve
3432,desist
3435,despair
3440,despicable
3441,despise
3443,despotism
3449,destroyed
3450,destroyer
3451,destroying
3452,destruction
3453,destructive
3460,detainee
3471,deterioration
3476,detest
3478,detonation
3480,detract
3485,devastate
3486,devastating
3487,devastation
3495,devil
3511,diabolical
3527,diatribe
3534,dictatorial
3535,dictatorship
3552,difficulty
3607,disagree
3609,disagreeing
3610,disagreement
3612,disallowed
3616,disappoint
3617,disappointed
3621,disapprove
3622,disapproved
3623,disapproving
3626,disaster
3627,disastrous
3643,disclaim
3654,discontent
3659,discord
3674,discriminate
3676,discrimination
3680,disdain
3681,disease
3686,disfigured
3687,disgrace
3688,disgraced
3689,disgraceful
3690,disgruntled
3693,disgust
3694,disgusting
3698,dishonest
3700,dishonor
3701,disillusionment
3705,disinformation
3715,dislike
3716,disliked
3717,dislocated
3721,dismay
3724,dismissal
3726,disobedience
3727,disobedient
3728,disobey
3732,disparage
3733,disparaging
3735,disparity
3745,displaced
3748,displeased
3754,dispossessed
3756,dispute
3758,disqualified
3762,disreputable
3764,disrespect
3765,disrespectful
3766,disruption
3773,dissension
3777,disservice
3778,dissident
3783,dissolution
3785,dissonance
3803,distracted
3804,distracting
3807,distress
3809,distressing
3813,distrust
3814,disturbance
3815,disturbed
3817,disused
3849,divorce
3887,dominate
3889,domination
3899,doomsday
3950,dreadful
4007,duel
4016,dumps
4022,dupe
4026,duplicity
4030,duress
4043,dying
4069,earthquake
4122,effigy
4128,egregious
4144,elbow
4167,elf
4170,elimination
4271,encumbrance
4280,endless
4291,enemy
4294,enforce
4323,enmity
4332,enslaved
4337,entangled
4373,epidemic
4406,eradicate
4407,eradication
4426,erupt
4427,eruption
4429,escalate
4434,eschew
4478,evade
4497,eviction
4500,evil
4506,exacerbation
4508,exaggerate
4518,exasperation
4538,excitation
4539,excite
4553,execution
4554,executioner
4577,exile
4605,expel
4625,expletive
4627,explode
4632,explosive
4647,expulsion
4659,extermination
4663,extinguish
4713,failing
4726,fallacious
4731,falsehood
4733,falsification
4778,fatal
4796,fear
4813,fee
4818,feeling
4835,fenced
4842,ferocious
4843,ferocity
4848,fervor
4854,feud
4856,feudalism
4862,fib
4873,fiend
4874,fierce
4876,fight
4878,fighting
4918,firearms
4945,fits
4958,flagrant
4991,fleece
5012,flog
5028,fluctuation
5057,foe
5089,foray
5092,forbidding
5093,force
5096,forcibly
5099,forearm
5123,forfeit
5153,forsaken
5172,foul
5200,fraud
5201,fraudulent
5216,frenetic
5217,frenzied
5225,friction
5234,frightful
5256,frowning
5263,frustrate
5264,frustrated
5265,frustration
5269,fugitive
5279,fuming
5292,furious
5293,furiously
5295,furnace
5298,furor
5301,fury
5304,fuss
5322,gall
5329,gallows
5340,gang
5414,gent
5438,gibberish
5467,glare
5468,glaring
5505,gnome
5515,godless
5525,gonorrhea
5537,gore
5541,gory
5553,grab
5591,grated
5594,grating
5614,greed
5628,grievance
5630,grievous
5634,grim
5655,grope
5670,growl
5671,growling
5674,grudge
5677,gruff
5678,grumble
5679,grumpy
5698,guillotine
5700,guilty
5712,gun
5752,halter
5762,hamstring
5776,hanging
5788,harass
5789,harassing
5790,harbinger
5793,hardened
5803,harmful
5813,harry
5814,harshness
5826,hate
5827,hateful
5828,hating
5829,hatred
5830,haughty
5836,havoc
5911,hell
5912,hellish
5996,hiss
6003,hit
6009,hoax
6024,holocaust
6027,homeless
6033,homicidal
6034,homicide
6044,honest
6053,hood
6060,hoot
6065,hopelessness
6077,horrible
6079,horrid
6080,horrific
6083,horror
6095,hostage
6097,hostile
6098,hostilities
6099,hostility
6100,hot
6114,howl
6120,huff
6134,humbug
6137,humiliate
6156,hunting
6162,hurt
6163,hurtful
6164,hurting
6198,hysterical
6214,idiocy
6218,idiotic
6232,ill
6233,illegal
6234,illegality
6237,illegitimate
6238,illicit
6266,immaturity
6278,immoral
6279,immorality
6311,impermeable
6323,implicate
6340,impotence
6349,imprisoned
6350,imprisonment
6377,inadmissible
6384,inappropriate
6385,inattention
6396,incarceration
6397,incase
6398,incendiary
6399,incense
6404,incest
6414,incite
6429,incompatible
6431,incompetent
6436,incongruous
6438,inconsiderate
6442,inconvenient
6448,incredulous
6454,incurable
6457,indecency
6468,indenture
6480,indict
6482,indifference
6486,indignant
6487,indignation
6495,indoctrination
6515,inept
6517,inequality
6523,inexcusable
6531,infamous
6535,infanticide
6536,infantile
6549,inferno
6553,infidel
6554,infidelity
6567,inflict
6580,infraction
6604,inhibit
6607,inhuman
6609,inimical
6619,injure
6621,injurious
6622,injury
6623,injustice
6644,inoperative
6653,insane
6654,insanity
6658,insecure
6665,insidious
6669,insignificant
6693,instinctive
6707,insufficiency
6713,insult
6714,insulting
6719,insurrection
6736,intense
6770,interminable
6785,interrupt
6806,intimidation
6807,intolerable
6808,intolerance
6809,intolerant
6813,intractable
6825,intruder
6827,intrusive
6832,invade
6833,invader
6840,invasion
6866,involution
6867,involvement
6870,irate
6871,ire
6881,irreconcilable
6898,irritability
6899,irritable
6900,irritating
6901,irritation
6922,jab
6947,jealous
6948,jealousy
6953,jeopardize
6955,jerk
7051,kick
7052,kicking
7055,kidnap
7057,killing
7113,lace
7126,lagging
7171,lash
7178,latent
7197,lava
7204,lawlessness
7206,lawsuit
7207,lawyer
7257,legalized
7305,leukemia
7318,libel
7322,liberate
7333,lie
7352,lightning
7363,limited
7397,liquor
7414,litigate
7416,litigious
7422,livid
7430,loath
7431,loathe
7433,loathsome
7468,lonely
7494,lose
7495,losing
7496,loss
7505,loudness
7537,lunacy
7539,lunatic
7560,lying
7563,lynch
7573,mad
7576,madden
7577,madman
7578,madness
7618,malevolent
7621,malice
7622,malicious
7623,malign
7625,malignant
7629,malpractice
7648,mangle
7653,maniac
7663,manipulation
7672,manslaughter
7710,martial
7721,masochism
7725,massacre
7731,mastery
7791,meddle
7818,melodrama
7836,menace
7837,menacing
7926,mighty
7937,militia
7985,misbehavior
7991,misconception
7994,miserable
7996,misery
8002,mislead
8003,misleading
8008,misplace
8012,misrepresented
8018,misstatement
8023,mistress
8027,misunderstanding
8037,mob
8043,mocking
8079,molestation
8091,money
8105,monstrosity
8113,moody
8124,moral
8126,morals
8130,morbidity
8143,mortality
8151,mosque
8152,mosquito
8176,mournful
8197,muff
8200,mug
8201,mule
8220,murder
8221,murderer
8222,murderous
8233,musical
8248,mutilation
8249,mutiny
8250,mutter
8255,myopia
8270,nag
8293,nasty
8336,negation
8339,neglected
8357,nepotism
8366,nether
8368,nettle
8418,noisy
8427,noncompliance
8463,notoriety
8482,nuisance
8499,nurture
8523,objection
8530,obliging
8533,obliterate
8534,obliterated
8536,oblivion
8539,obnoxious
8542,obscenity
8555,obstacle
8559,obstruct
8561,obstructive
8591,odious
8597,offend
8598,offended
8599,offender
8600,offense
8601,offensive
8640,onerous
8661,opera
8671,opinionated
8672,opium
8673,opponent
8678,opposed
8682,opposition
8683,oppress
8684,oppression
8685,oppressive
8686,oppressor
8710,orc
8712,orchestra
8714,ordeal
8760,oust
8762,outburst
8765,outcry
8785,outrage
8804,overbearing
8830,overpowering
8831,overpriced
8850,owing
8882,painful
8949,paralysis
8950,paralyzed
8962,pare
9054,patter
9056,paucity
9067,payback
9106,penalty
9117,penetration
9119,penitentiary
9142,perdition
9183,pernicious
9186,perpetrator
9195,persecute
9196,persecution
9222,perverse
9223,perversion
9224,pervert
9226,pessimism
9228,pest
9262,phony
9286,picket
9287,picketing
9309,pillage
9334,pique
9336,pirate
9343,pitfall
9389,playful
9431,plunder
9439,poaching
9455,poison
9456,poisoned
9458,poisonous
9464,polemic
9475,politics
9537,possessed
9539,possession
9567,pound
9569,poverty
9570,pow
9574,powerful
9576,powerless
9617,preclude
9646,prejudice
9648,prejudicial
9694,presumptuous
9698,pretending
9716,prick
9748,prison
9749,prisoner
9791,profane
9792,profanity
9816,prohibited
9884,prosecute
9928,provocation
9930,provoking
9941,pry
9952,psychosis
9981,punch
9990,punished
9991,punishing
9992,punishment
9993,punitive
10056,quandary
10063,quarrel
10109,rabble
10110,rabid
10136,rage
10138,raging
10140,raid
10141,rail
10155,ram
10159,rampage
10167,ransom
10170,rape
10174,rapping
10180,rascal
10187,rating
10198,rave
10200,ravenous
10202,raving
10207,react
10241,rebel
10242,rebellion
10248,recalcitrant
10263,recession
10265,recidivism
10274,reckless
10275,recklessness
10429,reject
10431,rejection
10432,rejects
10472,remand
10484,remiss
10494,remove
10503,renegade
10505,renounce
10519,repay
10527,repellent
10554,reprimand
10556,reprisal
10558,reproach
10565,repudiation
10585,resent
10586,resentful
10587,resentment
10599,resign
10606,resistance
10608,resisting
10643,restitution
10649,restrain
10654,restriction
10666,retaliate
10667,retaliation
10668,retaliatory
10681,retract
10684,retribution
10699,revenge
10707,reversal
10720,revoke
10721,revolt
10722,revolting
10723,revolution
10727,revolver
10728,revulsion
10732,rheumatism
10739,ribbon
10752,ridicule
10753,ridiculous
10756,rifle
10771,ringer
10775,riot
10776,riotous
10790,rivalry
10803,rob
10805,robbery
10812,rocket
10828,rook
10867,row
10889,ruined
10890,ruinous
10917,ruthless
10919,saber
10921,sabotage
10953,saloon
10985,sarcasm
10989,satanic
11008,savage
11009,savagery
11032,scandalous
11035,scapegoat
11036,scar
11040,scarcity
11041,scare
11057,schism
11058,schizophrenia
11076,scoff
11077,scold
11078,scolding
11081,scorching
11084,scorn
11085,scorpion
11087,scoundrel
11089,scourge
11095,scrapie
11098,scream
11099,screaming
11103,screwed
11153,sectarian
11167,sedition
11180,segregate
11188,selfish
11210,senseless
11219,sentence
11230,separatist
11287,shackle
11300,shaky
11301,sham
11315,sharpen
11319,shatter
11335,shell
11358,shit
11359,shiver
11362,shock
11364,shoddy
11367,shoot
11369,shooting
11372,shoplifting
11377,shortage
11385,shot
11388,shout
11389,shove
11399,shriek
11400,shrill
11413,shun
11421,sickening
11458,simmer
11470,sin
11473,sinful
11481,sinister
11483,sinner
11493,sisterhood
11503,sizzle
11513,skewed
11516,skid
11527,skirmish
11539,slam
11540,slander
11544,slap
11545,slash
11549,slaughter
11550,slaughterhouse
11551,slaughtering
11552,slave
11553,slavery
11554,slay
11555,slayer
11605,slur
11607,slut
11608,sly
11609,smack
11613,smash
11617,smell
11623,smite
11633,smother
11637,smuggler
11649,snarl
11650,snarling
11652,sneak
11655,sneer
11687,socialist
11703,soldier
11739,sordid
11740,sore
11770,spank
11771,spanking
11780,spat
11785,spear
11841,spine
11852,spite
11853,spiteful
11918,squelch
11924,stab
11944,stalemate
11956,standoff
11958,standstill
12004,steal
12030,sterling
12043,stifled
12045,stigma
12054,sting
12056,stingy
12070,stolen
12072,stone
12088,storm
12089,storming
12100,strained
12106,strangle
12133,strife
12134,strike
12141,stripped
12150,struggle
12195,subjugation
12217,subsidy
12238,subversion
12239,subversive
12253,sucker
12259,sue
12269,suffocation
12274,suicidal
12275,suicide
12280,sullen
12348,suppress
12349,suppression
12350,supremacy
12353,surcharge
12360,surly
12393,suspicious
12408,swastika
12494,tackle
12521,talons
12543,tariff
12559,taunt
12572,tease
12574,teasing
12603,tempest
12629,tension
12649,terrible
12656,terrorism
12657,terrorist
12658,terrorize
12681,theft
12686,theocratic
12710,thief
12732,thoughtless
12735,thrash
12737,threat
12738,threaten
12739,threatening
12741,thresh
12754,throttle
12759,thug
12761,thump
12765,thundering
12781,tiff
12783,tighten
12817,tirade
12844,tolerate
12875,torment
12878,torpedo
12884,tortious
12887,torture
12897,touchy
12899,toughness
12940,traitor
12995,traumatic
13005,treacherous
13006,treachery
13009,treason
13013,treat
13018,tree
13025,tremor
13031,trespass
13042,trickery
13064,tripping
13069,troll
13078,troublesome
13117,tumult
13118,tumultuous
13129,turbulence
13133,turmoil
13142,tussle
13168,tyrannical
13170,tyrant
13176,ulcer
13180,ultimatum
13207,unattainable
13223,unbridled
13226,uncaring
13227,uncertain
13248,uncontrollable
13270,underpaid
13283,undesirable
13307,unequal
13318,unfair
13319,unfairness
13328,unforgiving
13330,unfriendly
13331,unfulfilled
13334,ungrateful
13337,unhappy
13376,unjust
13377,unjustifiable
13379,unkind
13382,unlawful
13390,unlucky
13416,unpaid
13446,unruly
13457,unsettled
13472,unsympathetic
13476,unthinkable
13483,untoward
13487,untrustworthy
13510,upheaval
13518,uprising
13520,upset
13539,usurp
13540,usurped
13573,vampire
13611,vehement
13623,vendetta
13628,vengeance
13629,vengeful
13631,venom
13632,venomous
13634,vent
13656,vermin
13664,versus
13683,veto
13695,vicious
13696,victim
13697,victimized
13716,villainous
13718,vindicate
13721,vindictive
13725,violation
13726,violence
13727,violent
13728,violently
13741,virulence
13775,volatility
13794,vote
13804,vulgarity
13811,waffle
13842,warden
13846,warfare
13847,warlike
13853,warp
13860,warrior
13868,wasted
13869,wasteful
13933,wench
13955,whip
13995,willful
14002,wimpy
14003,wince
14022,wireless
14029,witch
14030,witchcraft
14061,wop
14064,words
14087,worthless
14090,wound
14092,wrangling
14096,wrath
14097,wreak
14099,wreck
14100,wrecked
14106,wretch
14109,wring
14121,wrongdoing
14122,wrongful
14123,wrongly
14147,yell
14150,yelp
14164,youth
